filename|oai_dc:dc.dc:description.0|oai_dc:dc.dc:description.1|oai_dc:dc.dc:subject.0|oai_dc:dc.dc:subject.1|oai_dc:dc.dc:subject.10|oai_dc:dc.dc:subject.11|oai_dc:dc.dc:subject.12|oai_dc:dc.dc:subject.2|oai_dc:dc.dc:subject.3|oai_dc:dc.dc:subject.4|oai_dc:dc.dc:subject.5|oai_dc:dc.dc:subject.6|oai_dc:dc.dc:subject.7|oai_dc:dc.dc:subject.8|oai_dc:dc.dc:subject.9|oai_dc:dc@xmlns:dc|oai_dc:dc@xmlns:oai_dc|oai_dc:dc@xmlns:xsi|oai_dc:dc@xsi:schemaLocation|oai_dc:dcdc:coverage|oai_dc:dcdc:creator|oai_dc:dcdc:date|oai_dc:dcdc:format|oai_dc:dcdc:identifier|oai_dc:dcdc:publisher|oai_dc:dcdc:relation|oai_dc:dcdc:rights|oai_dc:dcdc:source|oai_dc:dcdc:subject|oai_dc:dcdc:title|oai_dc:dcdc:type
ROTH0791.xml|Document ID: roth0791|Photograph taken with a 3A Autographic Kodak folding camera.|Cumberland Falls|Smoky Mountains Hiking Club|    |    |    |Landscapes and Scenery|People and Groups|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Cumberland Falls|Albert Gordon (Dutch) Roth, 1890-1974|1932-06-21|Image/jpeg|http://idserver.utk.edu/?id=200300000002560|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1932 Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Smoky Mountains Hiking Club in one of the caves near Cumberland Falls, Kentucky."""|Image
ROTH0168.xml|Document ID: roth0168|Photograph taken with a 3A Autographic Kodak folding camera.|Blood Mountain shelter|Structures -- Shelters|    |    |    |    |    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Blood Mountain shelter|Albert Gordon (Dutch) Roth, 1890-1974|1941-08-17|Image/jpeg|http://idserver.utk.edu/?id=200300000001937|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1941 Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative. Scanned backwards. Scanned twice. There are two 168s with Roth negative number 275 on CD 4."|    |"""Shelter on Blood Mountain in the Blue Ridge Mountains of Georgia. """|Image
ROTH0632.xml|Document ID: roth0632|Photograph taken with a 3A Autographic Kodak folding camera.|Gregory Bald|Great Smoky Mountains|    |    |    |Balds|Landscapes and Scenery|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Gregory Bald|Albert Gordon (Dutch) Roth, 1890-1974|1930-11-23|Image/jpeg|http://idserver.utk.edu/?id=200300000002401|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1930, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Gregory Bald looking east."""|Image
ROTH0154.xml|Document ID: roth0154|Photograph taken with a 3A Autographic Kodak folding camera.|Tremont|Great Smoky Mountains|    |    |    |Flora and Fauna|    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Tremont|Albert Gordon (Dutch) Roth, 1890-1974|1931-03-22|Image/jpeg|http://idserver.utk.edu/?id=200300000001924|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1931, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Walker walking cane tree along trail to Thunderhead Mountain from Tremont."""|Image
ROTH0140.xml|Document ID: roth0140|Photograph taken with a 3A Autographic Kodak folding camera.|Citico Creek|Cherokee National Forest|    |    |    |Structures -- Bridges|Waterways and Bodies of Water|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Citico Creek; Cherokee National Forest|Albert Gordon (Dutch) Roth, 1890-1974|1934-11-18|Image/jpeg|http://idserver.utk.edu/?id=200300000001910|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1934, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Swinging bridge over Citico Creek in the Cherokee National Forest."""|Image
ROTH0626.xml|Document ID: roth0626|Photograph taken with a 3A Autographic Kodak folding camera.|Appalachian Trail|Newfound Gap|    |    |    |Charlies Bunion|Tom Duncan|Great Smoky Mountains|People and Groups|Roads and Trails|    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Appalachian Trail; Newfound Gap; Charlies Bunion|Albert Gordon (Dutch) Roth, 1890-1974|1933-01-02|Image/jpeg|http://idserver.utk.edu/?id=200300000002395|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1933, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Tom Duncan on the Appalachian Trail between Newfound Gap and Charlies Bunion."""|Image
ROTH0815.xml|Document ID: roth0815|Photograph taken with a 3A Autographic Kodak folding camera.|Greenbrier Cove|Smoky Mountains Hiking Club cabin|    |    |    |Smoky Mountains Hiking Club spring house|Porters Flat|Great Smoky Mountains|Structures -- Cabins|Structures -- General|    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Greenbrier Cove; Smoky Mountains Hiking Club cabin; Smoky Mountains Hiking Club spring house; Porters Flat|Albert Gordon (Dutch) Roth, 1890-1974|1934-08-05|Image/jpeg|http://idserver.utk.edu/?id=200300000002584|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1934, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Smoky Mountains Hiking Club cabin and spring house."""|Image
ROTH0801.xml|Document ID: roth0801|Photograph taken with a 3A Autographic Kodak folding camera.|Pittman Center|Emerts Cove|    |    |    |Great Smoky Mountains|Structures -- Barns|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Pittman Center; Emerts Cove|Albert Gordon (Dutch) Roth, 1890-1974|1940-08-04|Image/jpeg|http://idserver.utk.edu/?id=200300000002570|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1940 Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Old barn and mill near Pittman Center."""|Image
ROTH0829.xml|Document ID: roth0829|Photograph taken with a 3A Autographic Kodak folding camera.|Laurel Falls|Laurel Falls Trail|    |    |    |Smoky Mountains Hiking Club|Great Smoky Mountains|People and Groups|    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Laurel Falls; Laurel Falls Trail|Albert Gordon (Dutch) Roth, 1890-1974|1927-06-27|Image/jpeg|http://idserver.utk.edu/?id=200300000002597|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1927, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Smoky Mountains Hiking Club on the way to Laurel Falls."""|Image
ROTH0197.xml|Document ID: roth0197|Photograph taken with a 3A Autographic Kodak folding camera.|White Rock|Mount Cammerer|    |    |    |Appalachian Trail|Hugh Hoss|Great Smoky Mountains|People and Groups|Roads and Trails|    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|White Rock; Mount Cammerer; Appalachian Trail|Albert Gordon (Dutch) Roth, 1890-1974|1938-10-09|Image/jpeg|http://idserver.utk.edu/?id=200300000001966|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1938, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Hugh Hoss on the Appalachian Trail. White Rock in the background."""|Image
ROTH0183.xml|Document ID: roth0183|Photograph taken with a 3A Autographic Kodak folding camera.|Mount Le Conte|Cove Mountain Trail|    |    |    |Great Smoky Mountains|Landscapes and Scenery|    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Mount Le Conte; Cove Mountain Trail|Albert Gordon (Dutch) Roth, 1890-1974|1943-02-07|Image/jpeg|http://idserver.utk.edu/?id=200300000001952|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1943, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Mount Le Conte from the trail to Cove Mountain. This trail starts behind the Park Service Boulevard."""|Image
ROTH0418.xml|Document ID: roth0418|Photograph taken with a 3A Autographic Kodak folding camera.|Chimney Tops|U.S. 441|    |    |    |Newfound Gap Highway bridge|Great Smoky Mountains|Landscapes and Scenery|Roads and Trails|Structures -- Bridges|    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Chimney Tops; U.S. 441; Newfound Gap Highway bridge|Albert Gordon (Dutch) Roth, 1890-1974|1930-03-09|Image/jpeg|http://idserver.utk.edu/?id=200300000002187|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1930, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""New bridge on Newfound Gap Highway at the Chimneys campground before the road was finished. The clearing near the other end of the bridge is where the campground is now."""|Image
ROTH0356.xml|Document ID: roth0356|Photograph taken with a 3A Autographic Kodak folding camera.|Little Snowbird Mountain|Flora and Fauna|    |    |    |    |    |    |    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Little Snowbird Mountain|Albert Gordon (Dutch) Roth, 1890-1974|1936-05-03|Image/jpeg|http://idserver.utk.edu/?id=200300000002125|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1936, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Trillium along the trail to Little Snowbird Mountain."""|Image
ROTH0430.xml|Document ID: roth0430|Photograph taken with a 3A Autographic Kodak folding camera.|Three Forks|Raven Fork|    |    |    |Great Smoky Mountains|Landscapes and Scenery|Waterways and Bodies of Water|    |    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Three Forks; Raven Fork|Albert Gordon (Dutch) Roth, 1890-1974|1933-09-03|Image/jpeg|http://idserver.utk.edu/?id=200300000002199|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1933, Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""The Three Forks coming together."""|Image
ROTH0424.xml|Document ID: roth0424|Photograph taken with a 3A Autographic Kodak folding camera.|Line Springs Resort Hotel|Line Springs|    |    |    |Round Top|Wears Valley|Great Smoky Mountains|People and Groups|    |    |    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Line Springs Resort Hotel; Line Springs; Round Top; Wears Valley|Albert Gordon (Dutch) Roth, 1890-1974|1928-04-01|Image/jpeg|http://idserver.utk.edu/?id=200300000002193|Great Smoky Mountains Regional Project, The University of Tennessee Libraries, Knoxville Tennessee|Roth Photograph Collection: http://idserver.utk.edu/?id=200300000001770|Digital Image Copyright (c) 2003. The University of Tennessee Libraries. All Rights Reserved. For permission to use, contact: Great Smoky Mountains Regional Project, The University of Tennessee Libraries, 1015 Volunteer Boulevard, Knoxville, TN 37996-1000, (865) 974-2359. Copyright 1928 Albert Roth. All Rights Reserved.|"Scanned from 4""x 6"" negative."|    |"""Group near Line Springs Resort Hotel. Hike from Line Springs to Round Top."""|Image
